id,airline,flight,airportfrom,airportto,dayofweek,time,length,delay
2919,AA,1098,TUS,DFW,3,490,130,1
2920,AA,1356,MSY,DFW,3,490,105,0
2922,AA,2463,ORD,MCI,3,490,90,0
2923,AA,2545,OMA,DFW,3,490,130,1
2924,AA,299,MIA,LAX,3,490,350,1
2925,B6,1051,JFK,PIT,3,490,97,0
2927,DL,1884,TPA,CVG,3,490,133,0
2928,DL,2699,BOS,MSP,3,490,202,1
2930,EV,5109,BTR,ATL,3,490,98,0
2931,EV,5132,ATL,AGS,3,490,55,0
2934,MQ,2953,AMA,DFW,3,490,70,0
2935,MQ,3289,DFW,PNS,3,490,105,1
2936,MQ,4119,ORD,LIT,3,490,115,0
2937,MQ,4238,CMH,ORD,3,490,95,0
2938,MQ,4282,ORD,BDL,3,490,130,0
2939,MQ,4616,RDU,LGA,3,490,90,1
2940,OH,6657,JFK,MSP,3,490,210,0
2941,OO,4601,IDA,SLC,3,490,56,1
2942,OO,6593,DEN,BIL,3,490,95,0
2943,OO,6710,SLC,ORD,3,490,188,1
2944,OO,6812,ORD,SPI,3,490,51,1
2948,US,1515,SYR,CLT,3,490,137,0
2953,WN,1325,IND,MCO,3,490,140,0
2954,WN,1537,SEA,GEG,3,490,60,0
2957,WN,2027,PHX,HOU,3,490,145,1
2958,WN,2113,PHL,BOS,3,490,90,0
2961,WN,2539,AUS,BNA,3,490,115,0
2965,WN,3832,BWI,BDL,3,490,70,1
2968,WN,606,RDU,PHL,3,490,80,1
2969,WN,607,MCO,ORF,3,490,110,0
2973,XE,2056,IAH,MCI,3,490,113,1
2974,XE,2432,IAH,PBI,3,490,144,1
2975,F9,179,DEN,TUS,3,491,114,1
2976,UA,221,ORD,IAH,3,491,164,0
2977,XE,5915,ORD,FAR,3,491,113,0
2979,OO,6982,DEN,CPR,3,492,57,0
2984,XE,2435,IAH,JAX,3,492,116,0
2985,YV,7301,MCI,IAD,3,492,141,0
2987,UA,228,DEN,DFW,3,493,119,0
2988,UA,358,DEN,LGA,3,493,225,0
2991,XE,5937,ORD,PIA,3,494,49,1
2992,9E,3826,AZO,DTW,3,495,67,0
2994,9E,4153,MBS,DTW,3,495,59,0
2995,9E,4212,LAN,DTW,3,495,63,0
2997,AA,1173,STL,DFW,3,495,115,1
2998,AA,1201,SNA,ORD,3,495,235,1
3000,AA,1572,DFW,IAD,3,495,165,0
3002,AA,1916,DFW,BDL,3,495,190,0
3003,AA,2057,ORD,SJU,3,495,270,1
3004,AA,2422,LAX,DFW,3,495,180,0
3006,AA,392,ORD,LGA,3,495,120,1
3007,AA,39,SFO,HNL,3,495,345,1
3011,CO,166,SEA,IAH,3,495,247,1
3012,CO,1729,TUS,IAH,3,495,142,1
3014,DL,1078,LGA,MSY,3,495,220,0
3015,DL,1581,TUS,ATL,3,495,205,1
3016,DL,1741,CVG,SLC,3,495,251,0
3017,DL,1859,JFK,ATL,3,495,163,0
3018,DL,1959,JFK,MCO,3,495,188,0
3020,DL,2007,CLT,MSP,3,495,180,0
3021,DL,2259,BDL,MSP,3,495,190,0
3023,DL,577,JFK,SJU,3,495,244,0
3024,EV,7111,IAD,JFK,3,495,75,1
3025,F9,320,MKE,DCA,3,495,110,0
3027,FL,435,SEA,MKE,3,495,235,0
3029,FL,773,LAS,ATL,3,495,230,0
3030,MQ,3264,DFW,XNA,3,495,65,1
3031,MQ,3311,DFW,SPS,3,495,50,1
3032,MQ,3373,CRP,DFW,3,495,80,0
3033,MQ,3844,ORD,ATL,3,495,120,0
3034,MQ,4665,LGA,ATL,3,495,165,1
3036,OH,6402,JFK,BOS,3,495,88,0
3037,OH,6769,GSO,ATL,3,495,108,1
3039,OO,6268,SFO,TUS,3,495,117,0
3040,OO,6447,HSV,DEN,3,495,197,0
3041,OO,6673,SFO,MRY,3,495,43,0
3042,OO,7801,SLC,TWF,3,495,60,1
3047,US,1226,EWR,CLT,3,495,125,1
3049,WN,1044,PIT,LAS,3,495,310,1
3050,WN,1070,BNA,STL,3,495,70,0
3056,WN,1642,ELP,HOU,3,495,105,0
3058,WN,1715,SLC,BOI,3,495,70,0
3059,WN,2095,DAL,LIT,3,495,60,0
3063,WN,351,BUF,LAS,3,495,310,1
3064,WN,3595,PVD,FLL,3,495,205,0
3066,WN,554,RSW,MDW,3,495,180,0
3068,WN,781,SMF,ONT,3,495,75,0
3069,XE,2234,EWR,DAY,3,495,122,1
3070,YV,7235,IAD,ALB,3,495,70,1
3071,OO,6443,ORD,OKC,3,496,130,1
3072,OO,6518,ORD,ICT,3,496,114,1
3075,EV,7136,IAD,LGA,3,497,75,1
3076,F9,772,LAS,DEN,3,497,108,0
3077,OO,6886,GJT,DEN,3,497,59,0
3078,OO,7034,MCI,SFO,3,497,238,1
3082,EV,5399,ATL,DSM,3,498,136,0
3083,HA,342,HNL,ITO,3,498,50,0
3086,XE,2254,IAH,BTR,3,498,61,1
3087,EV,4970,ATL,GSP,3,499,57,1
3089,UA,977,IAD,DEN,3,499,255,1
3090,XE,5933,ORD,LIT,3,499,107,1
3093,AA,1216,SAT,DFW,3,500,70,0
3095,AA,1381,ATL,DFW,3,500,155,1
3099,AA,2041,DCA,MIA,3,500,165,1
3100,AA,2229,MIA,DFW,3,500,200,0
3103,AA,826,SLC,DFW,3,500,170,0
3105,AS,857,SEA,OGG,3,500,375,0
3107,B6,279,LAS,LGB,3,500,65,0
3108,CO,1412,CLE,LGA,3,500,84,1
3109,DL,1153,ATL,PBI,3,500,107,0
3112,DL,1446,PHX,ATL,3,500,211,0
3114,DL,1555,ATL,LAX,3,500,308,1
3115,DL,1605,DTW,MCO,3,500,175,1
3116,DL,1757,ATL,SNA,3,500,305,0
3117,DL,2049,ATL,SFO,3,500,335,0
3118,DL,2063,DCA,MSP,3,500,173,0
3121,DL,2230,SRQ,ATL,3,500,101,1
3123,DL,2583,ATL,SLC,3,500,265,0
3125,DL,2629,ATL,SEA,3,500,331,0
3126,DL,2714,SEA,MSP,3,500,199,0
3128,DL,2896,ATL,MKE,3,500,126,1
3130,EV,5603,ATL,LFT,3,500,108,1
3131,EV,7122,PNS,IAD,3,500,127,0
3133,FL,601,BWI,RSW,3,500,161,1
3134,MQ,2778,TYS,DFW,3,500,160,0
3135,MQ,2974,ABI,DFW,3,500,55,0
3136,MQ,3192,SJC,LAX,3,500,80,0
3137,MQ,4482,RDU,DCA,3,500,60,0
3138,MQ,4567,LGA,BNA,3,500,155,1
3139,OH,6295,JAX,CVG,3,500,124,0
3140,OH,6455,ATL,CHA,3,500,65,1
3141,OO,4710,DFW,SLC,3,500,168,1
3142,OO,6742,ASE,DEN,3,500,55,0
3143,OO,6837,DEN,DRO,3,500,62,0
3144,OO,6860,DEN,ABQ,3,500,74,1
3145,OO,6880,DEN,SLC,3,500,101,0
3148,UA,436,SNA,ORD,3,500,235,1
3149,UA,958,SEA,ORD,3,500,241,0
3150,UA,99,IAD,TPA,3,500,148,0
3151,US,1411,BDL,CLT,3,500,143,0
3153,US,583,DFW,PHX,3,500,172,0
3154,WN,1025,PHX,ELP,3,500,70,0
3158,WN,1814,OAK,LAX,3,500,75,0
3164,WN,2895,ORF,JAX,3,500,105,1
3170,WN,437,MCO,SDF,3,500,130,0
3171,WN,466,SAT,SAN,3,500,185,1
3172,WN,622,MDW,CLE,3,500,70,0
3175,WN,755,PVD,BWI,3,500,80,1
3177,B6,1403,AUS,SFO,3,501,240,1
3178,UA,229,IAD,SAN,3,501,337,0
3180,UA,980,ORD,LAS,3,501,246,0
3181,YV,7216,ORD,MEM,3,501,100,0
3186,XE,2457,EWR,RIC,3,502,94,1
3187,DL,2473,ATL,MIA,3,503,125,0
3188,EV,7085,IAD,GSP,3,503,88,1
3191,OH,6602,DCA,JAX,3,503,128,0
3192,YV,7217,IAD,DAY,3,503,86,0
3193,9E,3705,BGR,DTW,3,504,156,0
3194,HA,111,ITO,OGG,3,504,37,0
3195,OO,6555,DEN,GJT,3,504,58,0
3198,9E,4233,MEM,CVG,3,505,85,0
3199,AA,1208,TPA,ORD,3,505,170,1
3200,AA,1720,SEA,DFW,3,505,230,0
3201,AA,1734,DFW,MCO,3,505,145,0
3202,AA,2546,MCO,JFK,3,505,150,0
3204,AS,504,SEA,SNA,3,505,162,0
3208,CO,1561,PHX,IAH,3,505,150,0
3209,CO,1679,IAH,SAT,3,505,57,0
3212,DL,1227,ATL,BNA,3,505,77,1
3213,DL,1302,MEM,MSP,3,505,134,0
3217,DL,2222,ATL,CLT,3,505,86,0
3219,DL,2611,ATL,DFW,3,505,160,0
3223,EV,5300,ATL,SAV,3,505,67,0
3224,EV,5488,GNV,ATL,3,505,86,0
3225,EV,5531,MYR,ATL,3,505,92,0
3228,EV,7104,IAD,CMH,3,505,80,0
3232,MQ,3331,DFW,GSO,3,505,145,0
3233,MQ,3479,DFW,LIT,3,505,70,0
3234,MQ,3772,ORD,SLC,3,505,215,1
3236,MQ,4107,ORD,CMH,3,505,75,1
3237,MQ,4213,ORD,BUF,3,505,95,0
3238,OH,6617,GRR,DTW,3,505,63,0
3241,UA,43,IAH,DEN,3,505,161,0
3245,US,1684,FLL,CLT,3,505,115,1
3246,US,280,SAT,PHX,3,505,160,0
3261,XE,2438,CLE,ALB,3,505,70,0
3264,YV,2945,IAD,CLT,3,505,98,0
3266,EV,5463,ATL,VPS,3,506,80,1
3273,UA,889,LAX,SFO,3,506,96,0
3274,XE,2618,IAH,SDF,3,506,138,1
3276,B6,443,BOS,TPA,3,507,204,1
3277,EV,5597,AGS,ATL,3,507,71,0
3278,OO,6876,DEN,PDX,3,507,172,0
3280,DL,1483,SLC,LAS,3,508,92,0
3281,OO,4680,TUS,SLC,3,508,115,0
3282,B6,1251,BOS,IAD,3,509,102,0
3283,MQ,4522,JFK,DCA,3,509,91,0
3285,OO,7044,DEN,OMA,3,509,84,0
3286,UA,558,LAX,DEN,3,509,145,0
3287,YV,7306,IAD,SYR,3,509,72,0
3288,9E,3817,MEM,GRR,3,510,108,0
3291,AA,1552,MCO,MIA,3,510,60,0
3293,AA,1718,ORD,BOS,3,510,130,1
3298,AA,2079,ORD,SAN,3,510,260,1
3299,AA,31,LAX,HNL,3,510,345,0
3300,AA,34,LAX,JFK,3,510,325,1
3301,AA,836,DFW,DCA,3,510,160,0
3303,AS,563,LAX,PDX,3,510,147,0
3305,CO,1120,EWR,BOS,3,510,90,1
3311,DL,1257,RDU,ATL,3,510,94,0
3312,DL,1261,CHS,ATL,3,510,86,0
3313,DL,126,SFO,JFK,3,510,345,1
3315,DL,1374,LGA,BOS,3,510,71,0
3316,DL,1377,BOS,LGA,3,510,82,0
3319,DL,1788,MEM,MCO,3,510,120,0
3320,DL,1825,BWI,ATL,3,510,120,1
3321,DL,1901,BOS,ATL,3,510,186,0
3322,DL,1932,JAX,ATL,3,510,89,1
3323,DL,2192,TPA,DTW,3,510,158,1
3324,DL,2272,TPA,ATL,3,510,100,0
3327,DL,2588,ATL,SMF,3,510,327,0
3330,EV,4973,FAY,ATL,3,510,97,0
3331,EV,5111,ATL,BHM,3,510,63,0
3332,EV,5226,ATL,AVL,3,510,61,0
3335,EV,5523,ATL,ROA,3,510,90,0
3347,MQ,3190,LAX,SJC,3,510,75,0
3348,MQ,3208,DFW,GRK,3,510,45,0
3349,MQ,3368,LIT,DFW,3,510,80,0
3350,MQ,3754,ORD,AUS,3,510,165,1
3351,MQ,4335,ORD,GRR,3,510,55,0
3352,MQ,4582,LGA,CLT,3,510,125,0
3353,OH,6280,EVV,CVG,3,510,54,0
3354,OO,4466,SLC,DFW,3,510,160,1
3357,OO,4839,SLC,ABQ,3,510,104,1
3360,OO,6452,FAT,LAX,3,510,71,0
3361,OO,6491,HPN,ORD,3,510,156,0
3362,OO,6849,SEA,PDX,3,510,48,0
3363,OO,6986,ORD,TVC,3,510,60,1
3364,UA,22,LAX,JFK,3,510,329,1
3367,US,1494,MIA,CLT,3,510,127,0
3369,US,1509,RSW,CLT,3,510,111,0
3371,US,1811,BOS,PHL,3,510,98,0
3372,US,1951,BUF,CLT,3,510,118,0
3373,US,2024,DCA,BOS,3,510,82,1
3375,US,455,PHX,SLC,3,510,97,0
3376,US,48,DCA,LAS,3,510,324,0
3379,US,710,LAX,PHL,3,510,303,0
3380,US,79,PHX,SEA,3,510,183,0
3390,WN,2697,ALB,BWI,3,510,75,0
3395,WN,3585,MCO,PVD,3,510,155,0
3397,WN,642,SLC,PDX,3,510,130,0
3399,WN,933,BDL,BWI,3,510,75,0
3400,WN,940,BNA,MDW,3,510,90,0
3403,XE,2359,EWR,ORD,3,510,170,0
3404,XE,2388,COS,IAH,3,510,134,0
3408,YV,2845,ELP,PHX,3,510,99,0
3409,YV,2926,PHX,SBA,3,510,94,0
3410,YV,7271,IAD,PIT,3,510,58,0
3411,OO,6429,SFO,LAS,3,511,94,0
3412,OO,6731,MKE,DEN,3,511,185,1
3413,UA,172,SFO,BOS,3,511,338,1
3415,YV,7243,BTV,ORD,3,511,154,1
3416,DL,1174,SAV,ATL,3,512,83,1
3417,EV,7356,ATL,MLI,3,512,118,0
3418,OO,6322,LAX,SAN,3,512,47,0
3420,EV,5157,ATL,XNA,3,513,127,0
3421,EV,5263,ATL,HPN,3,513,147,1
3425,XE,5893,CLE,ORD,3,513,87,1
3426,DL,2389,DTW,MSP,3,514,126,0
3429,9E,4229,JFK,DCA,3,515,115,1
3430,9E,4273,GSP,ATL,3,515,84,0
3431,AA,1008,SAN,DFW,3,515,180,0
3432,AA,1063,ORD,LAX,3,515,270,1
3433,AA,1487,DCA,ORD,3,515,130,0
3434,AA,1534,DEN,DFW,3,515,120,0
3435,AA,1543,BNA,DFW,3,515,130,0
3441,CO,1058,IAH,DCA,3,515,172,0
3445,DL,1294,ATL,RDU,3,515,95,0
3446,DL,1419,DTW,LAX,3,515,305,1
3448,DL,1627,ATL,FLL,3,515,119,0
3451,DL,2217,DTW,LAS,3,515,285,1
3454,DL,2842,ATL,EWR,3,515,136,0
3455,DL,2890,ATL,DAY,3,515,102,0
3457,EV,4943,ATL,TLH,3,515,76,0
3458,EV,4956,MEM,BOS,3,515,168,0
3459,EV,5025,ATL,TRI,3,515,71,1
3461,EV,5054,MEM,CLT,3,515,101,0
3462,EV,5056,ATL,SDF,3,515,93,0
3463,EV,5412,ATL,SHV,3,515,125,0
3465,EV,7342,DTW,MCI,3,515,131,1
3469,MQ,2797,DFW,FSM,3,515,60,1
3470,MQ,3370,DFW,BTR,3,515,80,0
3471,MQ,3956,CID,ORD,3,515,65,0
3472,MQ,3984,ORD,DAY,3,515,70,0
3476,OO,6246,LAX,FAT,3,515,68,0
3477,OO,6821,SFO,RDD,3,515,64,0
3482,UA,478,SFO,PDX,3,515,116,0
3485,US,1159,DCA,MCO,3,515,147,0
3486,US,1970,TPA,CLT,3,515,98,1
3493,WN,1135,BDL,DEN,3,515,275,1
3500,WN,3224,CLE,MDW,3,515,85,1
3502,WN,545,ONT,SMF,3,515,80,0
3508,XE,2641,EWR,MCI,3,515,207,1
3509,XE,3040,IAH,BHM,3,515,90,1
3511,YV,7210,IAD,JAX,3,515,117,0
3513,DL,1282,SLC,PDX,3,516,131,1
3514,EV,7390,ATL,OMA,3,516,156,0
3515,OO,6252,OTH,SFO,3,516,117,0
3516,OO,6575,SFO,MFR,3,516,79,1
3518,EV,7109,IAD,HSV,3,517,120,1
3520,UA,910,DEN,ORD,3,517,143,0
3521,9E,4266,FSD,MSP,3,518,67,1
3522,CO,1623,IAH,MSY,3,518,67,0
3529,9E,4197,PWM,DTW,3,520,147,0
3531,AA,1247,BOS,ORD,3,520,175,0
3539,CO,1614,IAH,MFE,3,520,74,0
3541,CO,287,EWR,SNA,3,520,385,1
3545,DL,1442,ATL,MSP,3,520,179,1
3550,DL,2290,ATL,IND,3,520,107,0
3551,DL,2565,ATL,PDX,3,520,337,1
3553,DL,2915,ATL,PHX,3,520,270,1
3556,EV,5276,CHA,ATL,3,520,60,0
3557,EV,5424,AVL,ATL,3,520,71,0
3559,FL,1072,CAK,TPA,3,520,151,1
3560,FL,215,MKE,RSW,3,520,178,0
3561,FL,273,BOS,ATL,3,520,180,0
3564,HA,124,LIH,HNL,3,520,30,0
3565,HA,146,HNL,OGG,3,520,37,0
3566,MQ,3205,DFW,SDF,3,520,120,0
3567,MQ,3210,HOU,DFW,3,520,70,0
3568,MQ,3219,DFW,HOU,3,520,65,1
3569,MQ,3615,MIA,CLE,3,520,170,0
3570,MQ,3943,ORD,TUL,3,520,120,1
3571,MQ,4216,ORD,OKC,3,520,135,0
3572,MQ,4381,JFK,BOS,3,520,70,0
3573,MQ,4519,DCA,BNA,3,520,120,1
3576,OH,6619,LGA,IND,3,520,155,0
3578,OO,4661,SLC,ONT,3,520,109,1
3579,OO,4774,ABQ,SLC,3,520,101,0
3580,OO,6354,LAX,SBA,3,520,44,1
3584,US,1680,TPA,DCA,3,520,124,0
3585,US,180,PHX,SAN,3,520,72,0
3592,WN,145,OAK,BUR,3,520,65,1
3597,WN,413,SEA,SJC,3,520,130,0
3604,WN,862,OMA,MDW,3,520,85,0
3607,XE,2282,ELP,IAH,3,520,115,0
3609,XE,3143,CLE,PBI,3,520,169,0
3611,YV,2773,PHX,PSP,3,520,67,0
3620,OO,6853,ORD,CWA,3,522,57,1
3622,UA,369,SAT,DEN,3,522,144,1
3623,9E,4195,DTW,LSE,3,523,97,0
3624,EV,5082,ATL,BMI,3,523,112,1
3627,OO,4643,SLC,MEM,3,523,188,0
3629,OO,6526,LAX,PHX,3,523,77,0
3630,OO,6664,MSO,DEN,3,523,123,0
3631,XE,3021,EWR,MYR,3,523,134,1
3633,OO,6835,LAX,SMF,3,524,83,0
3634,OO,6990,PIA,DEN,3,524,157,0
3639,9E,4172,MEM,IND,3,525,85,0
3640,9E,4286,DTW,GRR,3,525,64,0
3642,AA,1238,SEA,ORD,3,525,235,0
3648,AA,253,LAX,OGG,3,525,345,0
3649,AA,421,DFW,AUS,3,525,60,1
3653,CO,1890,SNA,IAH,3,525,187,1
3658,DL,1042,SNA,ATL,3,525,247,0
3659,DL,1197,LAX,OGG,3,525,351,0
3660,DL,1272,ATL,SRQ,3,525,102,0
3662,DL,1716,DEN,ATL,3,525,178,0
3664,DL,2078,AUS,DTW,3,525,174,1
3665,DL,2146,MSY,ATL,3,525,85,0
3666,DL,2215,DTW,DEN,3,525,203,1
3667,DL,2365,LAX,HNL,3,525,350,1
3668,DL,2456,SLC,MSP,3,525,165,0
3670,EV,5007,CAE,ATL,3,525,85,0
3672,F9,403,DEN,LAX,3,525,146,1
3673,F9,721,DCA,DEN,3,525,248,0
3676,FL,207,ATL,CAK,3,525,99,0
3679,FL,295,ATL,HOU,3,525,139,1
3686,FL,77,ATL,FLL,3,525,113,0
3688,FL,902,ATL,PHF,3,525,93,0
3690,FL,982,ATL,PIT,3,525,100,1
3692,MQ,2925,BTR,DFW,3,525,90,0
3693,MQ,3038,SBA,LAX,3,525,50,0
3694,MQ,3084,SAN,LAX,3,525,50,0
3695,MQ,3367,DFW,LBB,3,525,70,0
3696,MQ,3617,MIA,IND,3,525,165,0
3697,MQ,3657,MIA,PIT,3,525,160,1
3698,MQ,4094,ORD,SYR,3,525,110,0
3699,MQ,4096,ORD,FSD,3,525,105,0
3700,MQ,4502,LGA,BOS,3,525,65,1
3701,MQ,4586,MSP,LGA,3,525,160,1
3702,MQ,4675,DCA,RDU,3,525,65,0
3703,OH,6308,MEM,EWR,3,525,161,0
3704,OH,6527,JFK,ROC,3,525,102,0
3705,OO,6872,MOT,DEN,3,525,97,0
3706,UA,456,MSP,DEN,3,525,141,0
3708,US,154,SAN,PHL,3,525,302,0
3709,US,1792,MDT,CLT,3,525,102,0
3710,US,1856,MCO,CLT,3,525,96,0
3712,US,612,PDX,PHX,3,525,148,0
3715,US,78,SEA,PHL,3,525,305,1
3718,US,945,ABE,CLT,3,525,106,1
3722,WN,174,ABQ,LAS,3,525,100,0
3725,WN,298,RNO,LAX,3,525,85,0
3726,WN,3505,PIT,PHL,3,525,80,1
3733,WN,843,MHT,BWI,3,525,95,0
3738,XE,5890,ORD,GSP,3,525,101,1
3739,XE,5959,IAD,TYS,3,525,94,0
3740,YV,2840,YUM,PHX,3,525,74,0
3742,EV,7098,ORD,GSO,3,526,102,1
3745,OO,4817,SLC,ORD,3,526,189,1
3748,UA,216,SFO,SNA,3,526,100,0
3751,YV,7251,ORD,PVD,3,527,127,1
3753,DL,1891,ATL,TPA,3,529,97,0
3754,OO,6328,TUS,DEN,3,529,120,1
3755,OO,6607,MEM,DEN,3,529,169,0
3756,OO,6840,SFO,SBA,3,529,81,1
3757,UA,382,ORD,IAD,3,529,113,0
3759,9E,3653,DTW,CID,3,530,106,0
3761,9E,4234,MDW,DTW,3,530,79,0
3762,AA,1126,DEN,MIA,3,530,225,1
3763,AA,1292,SNA,DFW,3,530,170,0
3767,AA,2464,ONT,DFW,3,530,175,1
3777,CO,628,EWR,DEN,3,530,282,1
3782,DL,1844,DTW,DCA,3,530,97,0
3783,DL,2326,FLL,ATL,3,530,115,1
3784,DL,2430,BNA,DTW,3,530,100,0
3785,EV,4945,ATL,MGM,3,530,65,1
3786,EV,5105,JAX,DTW,3,530,148,0
3787,EV,5134,IAH,DTW,3,530,168,0
3788,EV,5178,TLH,ATL,3,530,80,0
3789,F9,844,SEA,DEN,3,530,151,0
3791,FL,795,ATL,STL,3,530,103,1
3794,MQ,3679,TLH,MIA,3,530,85,0
3796,MQ,4578,CLT,LGA,3,530,115,0
3797,OO,4507,DEN,SLC,3,530,95,0
3798,OO,6939,PDX,SEA,3,530,49,0
3799,OO,6957,MAF,DEN,3,530,118,0
3800,OO,6973,GEG,SEA,3,530,72,1
3804,US,949,CLE,CLT,3,530,103,0
3814,WN,1752,SFO,SAN,3,530,85,1
3818,WN,2193,MCO,RDU,3,530,95,1
3823,WN,288,BWI,BUF,3,530,65,1
3825,WN,3147,PHX,LAX,3,530,85,0
3827,WN,3814,MKE,MCO,3,530,170,0
3833,WN,683,ECP,MCO,3,530,65,0
3837,XE,2089,EWR,DCA,3,530,79,1
3839,XE,2580,CLE,MKE,3,530,79,0
3841,XE,2664,EWR,BDL,3,530,74,1
3843,EV,5230,LIT,ATL,3,531,96,1
3847,EV,5421,TYS,ATL,3,532,78,1
3848,OO,6595,SLC,DEN,3,534,100,0
3855,AA,616,DFW,DTW,3,535,150,1
3857,AA,846,STT,MIA,3,535,180,0
3860,B6,1245,BOS,CLT,3,535,144,0
3861,B6,150,MCO,JFK,3,535,139,1
3863,CO,1405,CLE,TPA,3,535,150,1
3865,DL,1748,DTW,LGA,3,535,119,1
3866,DL,1893,DTW,ATL,3,535,134,0
3867,DL,2559,DTW,STL,3,535,119,0
3868,EV,5208,DCA,BOS,3,535,93,0
3869,EV,5312,ATL,TYS,3,535,61,1
3875,FL,727,MKE,DFW,3,535,150,0
3876,FL,930,ATL,JAX,3,535,68,1
3877,FL,95,ATL,RDU,3,535,78,0
3880,MQ,2791,DFW,GPT,3,535,90,0
3881,MQ,3245,DFW,LEX,3,535,125,0
3882,MQ,4056,ORD,CVG,3,535,75,0
3883,MQ,4336,ORD,EVV,3,535,65,1
3884,MQ,4619,LGA,RDU,3,535,110,1
3885,MQ,4664,CLE,LGA,3,535,95,1
3886,OH,6257,MSP,CVG,3,535,120,0
3888,OO,4469,MSO,SLC,3,535,82,0
3889,OO,4792,SLC,RNO,3,535,88,0
3892,OO,6532,CLE,DEN,3,535,206,1
3893,OO,6895,LIT,DEN,3,535,156,1
3894,UA,638,ORD,EWR,3,535,125,1
3897,WN,1055,MSY,MCO,3,535,100,0
3901,WN,1976,STL,DTW,3,535,90,1
3902,WN,312,MCO,ALB,3,535,160,0
3907,XE,2139,IAH,ELP,3,535,120,1
3908,XE,3148,CLE,BUF,3,535,62,0
3913,UA,722,PDX,ORD,3,536,240,0
3914,XE,5895,BNA,IAD,3,536,104,0
3916,OH,6744,DCA,CMH,3,537,92,0
3917,OO,6591,COS,IAD,3,537,183,0
3919,DL,2670,ATL,FNT,3,538,123,1
3924,9E,3706,DTW,LEX,3,540,83,0
3925,9E,3835,LGA,SAV,3,540,165,0
3930,AA,1394,DFW,FLL,3,540,155,1
3935,AA,2404,LAS,LAX,3,540,65,0
3936,AA,2428,LAX,DFW,3,540,190,0
3937,AA,655,JFK,STT,3,540,250,1
3938,AA,803,DFW,MIA,3,540,155,1
3939,AS,357,OAK,SEA,3,540,120,0
3946,B6,306,LGB,IAD,3,540,278,0
3950,CO,175,SNA,HNL,3,540,345,1
3951,CO,1853,CLE,RSW,3,540,162,0
3956,DL,159,LGA,DTW,3,540,124,0
3957,DL,1688,MHT,DTW,3,540,140,0
3961,DL,1969,ATL,MCO,3,540,98,0
3962,DL,2361,PHL,ATL,3,540,145,1
3963,DL,2572,STL,DTW,3,540,90,0
3965,DL,2639,DCA,ATL,3,540,125,0
3967,DL,2763,JFK,LAX,3,540,393,0
3968,EV,5042,MEM,PHL,3,540,140,1
3970,EV,5467,BHM,ATL,3,540,61,0
3974,FL,926,ATL,MCI,3,540,134,0
3979,MQ,3055,LAX,SAN,3,540,50,0
3980,MQ,3249,SGF,DFW,3,540,95,1
3981,MQ,3628,BNA,MIA,3,540,140,0
3982,MQ,3902,ORD,XNA,3,540,110,0
3984,MQ,4062,XNA,ORD,3,540,105,1
3985,MQ,4182,ORD,ABE,3,540,115,1
3986,MQ,4244,DSM,ORD,3,540,80,0
3987,MQ,4377,BOS,JFK,3,540,80,1
3989,OO,3071,MKE,OMA,3,540,84,1
3990,OO,4499,BOI,SLC,3,540,68,0
3992,OO,4699,MSN,MSP,3,540,66,1
3996,UA,424,TPA,IAD,3,540,135,0
3998,UA,534,PHX,DEN,3,540,120,0
4008,US,2167,LGA,DCA,3,540,78,0
4013,WN,1392,PDX,LAS,3,540,125,1
4020,WN,2987,RSW,BWI,3,540,140,0
4033,XE,2370,EWR,MSP,3,540,206,1
4035,XE,2792,IAH,TUL,3,540,83,0
4036,XE,2799,IAH,ICT,3,540,101,0
4037,XE,5904,ORD,BTV,3,540,120,1
4038,YV,1035,HNL,LIH,3,540,37,0
4040,YV,2858,FLG,PHX,3,540,72,0
4041,HA,121,ITO,HNL,3,541,49,0
4044,YV,7272,CLT,ORD,3,541,129,0
4046,US,438,LAS,PHL,3,542,279,0
4047,AS,42,BET,ANC,3,543,68,1
4048,EV,5068,JAN,ATL,3,543,78,1
4049,OO,6733,TYS,DEN,3,543,214,1
4050,OO,6336,SFO,RNO,3,544,58,0
4051,UA,330,SAN,ORD,3,544,241,1
4053,9E,3655,MSP,TUL,3,545,127,0
4056,AA,2307,ORD,DFW,3,545,155,1
4057,AA,313,LGA,ORD,3,545,165,0
4061,AS,878,OGG,SEA,3,545,335,0
4064,DL,1606,LAX,DTW,3,545,270,0
4066,DL,2499,MSP,PHX,3,545,207,0
4071,MQ,2749,DFW,DAY,3,545,135,0
4072,MQ,2804,TUL,DFW,3,545,70,0
4073,MQ,3214,SJT,DFW,3,545,60,1
4074,MQ,3954,ORD,GRB,3,545,55,0
4075,MQ,4091,ORD,BNA,3,545,90,0
4079,OO,4663,MSP,BIS,3,545,90,0
4085,WN,1065,BOS,BWI,3,545,90,0
4095,WN,2357,SLC,DEN,3,545,90,0
4108,XE,2642,IAH,OKC,3,545,81,0
4109,XE,2775,EWR,AVL,3,545,141,1
4114,UA,130,LAX,PHL,3,546,319,0
4115,9E,4177,JFK,CLE,3,547,142,1
4116,DL,142,SFO,DTW,3,547,273,0
4118,OO,6920,COS,DEN,3,547,49,0
4124,AA,1152,MSY,DFW,3,550,100,0
4125,AA,1436,IAH,DFW,3,550,75,1
4134,AS,619,LAS,SEA,3,550,163,0
4135,AS,860,HNL,SEA,3,550,340,0
